PREPRINT_DOI,CITATION_INTERVAL,CITATIONS,LOG_CITATIONS
10.1101/001008,4,0,0
10.1101/001008,5,0,0
10.1101/001008,6,0,0
10.1101/001008,7,0,0
10.1101/001008,8,0,0
10.1101/001008,9,0,0
10.1101/001008,10,0,0
10.1101/001008,11,0,0
10.1101/001008,12,0,0
10.1101/001008,13,0,0
10.1101/001008,14,0,0
10.1101/001008,15,0,0
10.1101/001008,16,0,0
10.1101/001008,17,0,0
10.1101/001008,18,0,0
10.1101/001008,19,0,0
10.1101/001008,20,0,0
10.1101/001008,21,0,0
10.1101/001008,22,0,0
10.1101/001008,23,0,0
10.1101/001008,24,0,0
10.1101/001024,-12,0,0
10.1101/001024,-11,0,0
10.1101/001024,-10,0,0
10.1101/001024,-9,0,0
10.1101/001024,-8,0,0
10.1101/001024,-7,0,0
10.1101/001024,-6,0,0
10.1101/001024,-5,0,0
10.1101/001024,-4,0,0
10.1101/001024,-3,0,0
10.1101/001024,-2,0,0
10.1101/001024,-1,0,0
10.1101/001024,0,0,0
10.1101/001024,1,0,0
10.1101/001024,2,0,0
10.1101/001024,3,0,0
10.1101/001024,4,0,0
10.1101/001024,5,0,0
10.1101/001024,6,0,0
10.1101/001024,7,0,0
10.1101/001024,8,0,0
10.1101/001024,9,0,0
10.1101/001024,10,0,0
10.1101/001024,11,0,0
10.1101/001024,12,0,0
10.1101/001024,13,0,0
10.1101/001024,14,0,0
10.1101/001024,15,0,0
10.1101/001024,16,0,0
10.1101/001024,17,0,0
10.1101/001024,18,0,0
10.1101/001024,19,0,0
10.1101/001024,20,0,0
10.1101/001024,21,0,0
10.1101/001024,22,0,0
10.1101/001024,23,0,0
10.1101/001024,24,0,0
10.1101/001032,-3,0,0
10.1101/001032,-2,0,0
10.1101/001032,-1,0,0
10.1101/001032,0,0,0
10.1101/001032,1,0,0
10.1101/001032,2,0,0
10.1101/001032,3,0,0
10.1101/001032,4,0,0
10.1101/001032,5,0,0
10.1101/001032,6,0,0
10.1101/001032,7,0,0
10.1101/001032,8,0,0
10.1101/001032,9,0,0
10.1101/001032,10,0,0
10.1101/001032,11,0,0
10.1101/001032,12,0,0
10.1101/001032,13,0,0
10.1101/001032,14,0,0
10.1101/001032,15,0,0
10.1101/001032,16,0,0
10.1101/001032,17,0,0
10.1101/001032,18,0,0
10.1101/001032,19,0,0
10.1101/001032,20,0,0
10.1101/001032,21,0,0
10.1101/001032,22,0,0
10.1101/001032,23,0,0
10.1101/001032,24,0,0
10.1101/001040,-3,0,0
10.1101/001040,-2,0,0
10.1101/001040,-1,0,0
10.1101/001040,0,0,0
10.1101/001040,1,0,0
10.1101/001040,2,0,0
10.1101/001040,3,0,0
10.1101/001040,4,0,0
10.1101/001040,5,0,0
10.1101/001040,6,0,0
10.1101/001040,7,0,0
10.1101/001040,8,0,0
10.1101/001040,9,0,0
10.1101/001040,10,0,0
10.1101/001040,11,0,0
10.1101/001040,12,0,0
10.1101/001040,13,0,0
10.1101/001040,14,0,0
10.1101/001040,15,0,0
10.1101/001040,16,0,0
10.1101/001040,17,0,0
10.1101/001040,18,0,0
10.1101/001040,19,0,0
10.1101/001040,20,0,0
10.1101/001040,21,0,0
10.1101/001040,22,0,0
10.1101/001040,23,0,0
10.1101/001040,24,0,0
10.1101/001065,-12,0,0
10.1101/001065,-11,0,0
10.1101/001065,-10,0,0
10.1101/001065,-9,0,0
10.1101/001065,-8,0,0
10.1101/001065,-7,0,0
10.1101/001065,-6,0,0
10.1101/001065,-5,0,0
10.1101/001065,-4,0,0
10.1101/001065,-3,0,0
10.1101/001065,-2,0,0
10.1101/001065,-1,0,0
10.1101/001065,0,0,0
10.1101/001065,1,0,0
10.1101/001065,2,0,0
10.1101/001065,3,0,0
10.1101/001065,4,0,0
10.1101/001065,5,0,0
10.1101/001065,6,0,0
10.1101/001065,7,0,0
10.1101/001065,8,0,0
10.1101/001065,9,0,0
10.1101/001065,10,0,0
10.1101/001065,11,0,0
10.1101/001065,12,0,0
10.1101/001065,13,0,0
10.1101/001065,14,0,0
10.1101/001065,15,0,0
10.1101/001065,16,0,0
10.1101/001065,17,0,0
10.1101/001065,18,0,0
10.1101/001065,19,0,0
10.1101/001065,20,0,0
10.1101/001065,21,0,0
10.1101/001065,22,0,0
10.1101/001065,23,0,0
10.1101/001065,24,0,0
10.1101/001073,-4,0,0
10.1101/001073,-3,0,0
10.1101/001073,-2,0,0
10.1101/001073,-1,0,0
10.1101/001073,0,0,0
10.1101/001073,1,0,0
10.1101/001073,2,0,0
10.1101/001073,3,0,0
10.1101/001073,4,0,0
10.1101/001073,5,0,0
10.1101/001073,6,0,0
10.1101/001073,7,0,0
10.1101/001073,8,0,0
10.1101/001073,9,0,0
10.1101/001073,10,0,0
10.1101/001073,11,0,0
10.1101/001073,12,0,0
10.1101/001073,13,0,0
10.1101/001073,14,1,0.6931471805599453
10.1101/001073,15,0,0
10.1101/001073,16,0,0
10.1101/001073,17,0,0
10.1101/001073,18,0,0
10.1101/001073,19,0,0
10.1101/001073,20,0,0
10.1101/001073,21,0,0
10.1101/001073,22,0,0
10.1101/001073,23,0,0
10.1101/001073,24,0,0
10.1101/001081,-3,0,0
10.1101/001081,-2,0,0
10.1101/001081,-1,0,0
10.1101/001081,0,0,0
10.1101/001081,1,0,0
10.1101/001081,2,0,0
10.1101/001081,3,0,0
10.1101/001081,4,0,0
10.1101/001081,5,0,0
10.1101/001081,6,0,0
10.1101/001081,7,0,0
10.1101/001081,8,0,0
10.1101/001081,9,0,0
10.1101/001081,10,0,0
10.1101/001081,11,0,0
10.1101/001081,12,0,0
10.1101/001081,13,0,0
10.1101/001081,14,0,0
10.1101/001081,15,0,0
10.1101/001081,16,0,0
10.1101/001081,17,0,0
10.1101/001081,18,0,0
10.1101/001081,19,0,0
10.1101/001081,20,0,0
10.1101/001081,21,0,0
10.1101/001081,22,0,0
10.1101/001081,23,0,0
10.1101/001081,24,0,0
10.1101/001099,-5,0,0
10.1101/001099,-4,0,0
10.1101/001099,-3,0,0
10.1101/001099,-2,0,0
10.1101/001099,-1,0,0
10.1101/001099,0,0,0
10.1101/001099,1,0,0
10.1101/001099,2,0,0
10.1101/001099,3,0,0
10.1101/001099,4,0,0
10.1101/001099,5,0,0
10.1101/001099,6,0,0
10.1101/001099,7,0,0
10.1101/001099,8,0,0
10.1101/001099,9,0,0
10.1101/001099,10,0,0
10.1101/001099,11,0,0
10.1101/001099,12,0,0
10.1101/001099,13,0,0
10.1101/001099,14,0,0
10.1101/001099,15,0,0
10.1101/001099,16,0,0
10.1101/001099,17,0,0
10.1101/001099,18,0,0
10.1101/001099,19,0,0
10.1101/001099,20,0,0
10.1101/001099,21,0,0
10.1101/001099,22,0,0
10.1101/001099,23,0,0
10.1101/001099,24,0,0
10.1101/001107,-9,0,0
10.1101/001107,-8,0,0
10.1101/001107,-7,0,0
10.1101/001107,-6,0,0
10.1101/001107,-5,0,0
10.1101/001107,-4,0,0
10.1101/001107,-3,0,0
10.1101/001107,-2,0,0
10.1101/001107,-1,0,0
10.1101/001107,0,0,0
10.1101/001107,1,0,0
10.1101/001107,2,0,0
10.1101/001107,3,0,0
10.1101/001107,4,0,0
10.1101/001107,5,0,0
10.1101/001107,6,0,0
10.1101/001107,7,0,0
10.1101/001107,8,0,0
10.1101/001107,9,0,0
10.1101/001107,10,0,0
10.1101/001107,11,0,0
10.1101/001107,12,0,0
10.1101/001107,13,0,0
10.1101/001107,14,0,0
10.1101/001107,15,0,0
10.1101/001107,16,0,0
10.1101/001107,17,0,0
10.1101/001107,18,0,0
10.1101/001107,19,0,0
10.1101/001107,20,0,0
10.1101/001107,21,0,0
10.1101/001107,22,0,0
10.1101/001107,23,0,0
10.1101/001107,24,0,0
10.1101/001172,-3,0,0
10.1101/001172,-2,0,0
10.1101/001172,-1,0,0
10.1101/001172,0,0,0
10.1101/001172,1,0,0
10.1101/001172,2,0,0
10.1101/001172,3,0,0
10.1101/001172,4,0,0
10.1101/001172,5,0,0
10.1101/001172,6,0,0
10.1101/001172,7,0,0
10.1101/001172,8,0,0
10.1101/001172,9,0,0
10.1101/001172,10,0,0
10.1101/001172,11,0,0
10.1101/001172,12,0,0
10.1101/001172,13,0,0
10.1101/001172,14,0,0
10.1101/001172,15,0,0
10.1101/001172,16,0,0
10.1101/001172,17,0,0
10.1101/001172,18,0,0
10.1101/001172,19,0,0
10.1101/001172,20,0,0
10.1101/001172,21,0,0
10.1101/001172,22,0,0
10.1101/001172,23,0,0
10.1101/001172,24,0,0
10.1101/001198,-9,0,0
10.1101/001198,-8,0,0
10.1101/001198,-7,0,0
10.1101/001198,-6,0,0
10.1101/001198,-5,0,0
10.1101/001198,-4,0,0
10.1101/001198,-3,0,0
10.1101/001198,-2,0,0
10.1101/001198,-1,0,0
10.1101/001198,0,0,0
10.1101/001198,1,0,0
10.1101/001198,2,0,0
10.1101/001198,3,0,0
10.1101/001198,4,0,0
10.1101/001198,5,0,0
10.1101/001198,6,0,0
10.1101/001198,7,0,0
10.1101/001198,8,0,0
10.1101/001198,9,0,0
10.1101/001198,10,0,0
10.1101/001198,11,0,0
10.1101/001198,12,0,0
10.1101/001198,13,0,0
10.1101/001198,14,0,0
10.1101/001198,15,0,0
10.1101/001198,16,0,0
10.1101/001198,17,0,0
10.1101/001198,18,0,0
10.1101/001198,19,0,0
10.1101/001198,20,0,0
10.1101/001198,21,0,0
10.1101/001198,22,0,0
10.1101/001198,23,0,0
10.1101/001198,24,0,0
10.1101/001230,-12,0,0
10.1101/001230,-11,0,0
10.1101/001230,-10,0,0
10.1101/001230,-9,0,0
10.1101/001230,-8,0,0
10.1101/001230,-7,0,0
10.1101/001230,-6,0,0
10.1101/001230,-5,0,0
10.1101/001230,-4,0,0
10.1101/001230,-3,0,0
10.1101/001230,-2,0,0
10.1101/001230,-1,0,0
10.1101/001230,0,0,0
10.1101/001230,1,0,0
10.1101/001230,2,0,0
10.1101/001230,3,0,0
10.1101/001230,4,0,0
10.1101/001230,5,0,0
10.1101/001230,6,0,0
10.1101/001230,7,0,0
10.1101/001230,8,0,0
10.1101/001230,9,0,0
10.1101/001230,10,0,0
10.1101/001230,11,0,0
10.1101/001230,12,0,0
10.1101/001230,13,0,0
10.1101/001230,14,0,0
10.1101/001230,15,0,0
10.1101/001230,16,0,0
10.1101/001230,17,0,0
10.1101/001230,18,0,0
10.1101/001230,19,0,0
10.1101/001230,20,0,0
10.1101/001230,21,0,0
10.1101/001230,22,0,0
10.1101/001230,23,0,0
10.1101/001230,24,0,0
10.1101/001255,-4,0,0
10.1101/001255,-3,0,0
10.1101/001255,-2,0,0
10.1101/001255,-1,0,0
10.1101/001255,0,0,0
10.1101/001255,1,0,0
10.1101/001255,2,0,0
10.1101/001255,3,0,0
10.1101/001255,4,0,0
10.1101/001255,5,0,0
10.1101/001255,6,0,0
10.1101/001255,7,0,0
10.1101/001255,8,0,0
10.1101/001255,9,0,0
10.1101/001255,10,0,0
10.1101/001255,11,0,0
10.1101/001255,12,0,0
10.1101/001255,13,0,0
10.1101/001255,14,0,0
10.1101/001255,15,0,0
10.1101/001255,16,0,0
10.1101/001255,17,0,0
10.1101/001255,18,0,0
10.1101/001255,19,0,0
10.1101/001255,20,0,0
10.1101/001255,21,0,0
10.1101/001255,22,0,0
10.1101/001255,23,0,0
10.1101/001255,24,0,0
10.1101/001289,-11,0,0
10.1101/001289,-10,0,0
10.1101/001289,-9,0,0
10.1101/001289,-8,0,0
10.1101/001289,-7,0,0
10.1101/001289,-6,0,0
10.1101/001289,-5,0,0
10.1101/001289,-4,0,0
10.1101/001289,-3,0,0
10.1101/001289,-2,0,0
10.1101/001289,-1,0,0
10.1101/001289,0,0,0
10.1101/001289,1,0,0
10.1101/001289,2,0,0
10.1101/001289,3,0,0
10.1101/001289,4,0,0
10.1101/001289,5,0,0
10.1101/001289,6,0,0
10.1101/001289,7,0,0
10.1101/001289,8,0,0
10.1101/001289,9,0,0
10.1101/001289,10,0,0
10.1101/001289,11,0,0
10.1101/001289,12,0,0
10.1101/001289,13,0,0
10.1101/001289,14,0,0
10.1101/001289,15,0,0
10.1101/001289,16,0,0
10.1101/001289,17,0,0
10.1101/001289,18,0,0
10.1101/001289,19,0,0
10.1101/001289,20,0,0
10.1101/001289,21,0,0
10.1101/001289,22,0,0
10.1101/001289,23,0,0
10.1101/001289,24,0,0
10.1101/001297,-1,0,0
10.1101/001297,0,0,0
10.1101/001297,1,0,0
10.1101/001297,2,0,0
10.1101/001297,3,0,0
10.1101/001297,4,0,0
10.1101/001297,5,0,0
10.1101/001297,6,0,0
10.1101/001297,7,0,0
10.1101/001297,8,0,0
10.1101/001297,9,0,0
10.1101/001297,10,0,0
10.1101/001297,11,0,0
10.1101/001297,12,0,0
10.1101/001297,13,0,0
10.1101/001297,14,0,0
10.1101/001297,15,0,0
10.1101/001297,16,0,0
10.1101/001297,17,0,0
10.1101/001297,18,0,0
10.1101/001297,19,0,0
10.1101/001297,20,0,0
10.1101/001297,21,0,0
10.1101/001297,22,0,0
10.1101/001297,23,0,0
10.1101/001297,24,0,0
10.1101/001305,-9,0,0
10.1101/001305,-8,0,0
10.1101/001305,-7,0,0
10.1101/001305,-6,0,0
10.1101/001305,-5,0,0
10.1101/001305,-4,0,0
10.1101/001305,-3,0,0
10.1101/001305,-2,0,0
10.1101/001305,-1,0,0
10.1101/001305,0,0,0
10.1101/001305,1,0,0
10.1101/001305,2,0,0
10.1101/001305,3,0,0
10.1101/001305,4,0,0
10.1101/001305,5,0,0
10.1101/001305,6,0,0
10.1101/001305,7,0,0
10.1101/001305,8,0,0
10.1101/001305,9,0,0
10.1101/001305,10,0,0
10.1101/001305,11,0,0
10.1101/001305,12,0,0
10.1101/001305,13,0,0
10.1101/001305,14,0,0
10.1101/001305,15,0,0
10.1101/001305,16,0,0
10.1101/001305,17,0,0
10.1101/001305,18,0,0
10.1101/001305,19,0,0
10.1101/001305,20,0,0
10.1101/001305,21,0,0
10.1101/001305,22,0,0
10.1101/001305,23,0,0
10.1101/001305,24,0,0
10.1101/001321,-9,0,0
10.1101/001321,-8,0,0
10.1101/001321,-7,0,0
10.1101/001321,-6,0,0
10.1101/001321,-5,0,0
10.1101/001321,-4,0,0
10.1101/001321,-3,0,0
10.1101/001321,-2,0,0
10.1101/001321,-1,0,0
10.1101/001321,0,0,0
10.1101/001321,1,0,0
10.1101/001321,2,0,0
10.1101/001321,3,0,0
10.1101/001321,4,0,0
10.1101/001321,5,0,0
10.1101/001321,6,0,0
10.1101/001321,7,0,0
10.1101/001321,8,0,0
10.1101/001321,9,0,0
10.1101/001321,10,0,0
10.1101/001321,11,0,0
10.1101/001321,12,0,0
10.1101/001321,13,0,0
10.1101/001321,14,0,0
10.1101/001321,15,0,0
10.1101/001321,16,0,0
10.1101/001321,17,0,0
10.1101/001321,18,0,0
10.1101/001321,19,0,0
10.1101/001321,20,0,0
10.1101/001321,21,0,0
10.1101/001321,22,0,0
10.1101/001321,23,0,0
10.1101/001321,24,0,0
10.1101/001347,-9,0,0
10.1101/001347,-8,0,0
10.1101/001347,-7,0,0
10.1101/001347,-6,0,0
10.1101/001347,-5,0,0
10.1101/001347,-4,0,0
10.1101/001347,-3,0,0
10.1101/001347,-2,0,0
10.1101/001347,-1,0,0
10.1101/001347,0,0,0
10.1101/001347,1,0,0
10.1101/001347,2,0,0
10.1101/001347,3,0,0
10.1101/001347,4,0,0
10.1101/001347,5,0,0
10.1101/001347,6,0,0
10.1101/001347,7,0,0
10.1101/001347,8,0,0
10.1101/001347,9,0,0
10.1101/001347,10,0,0
10.1101/001347,11,0,0
10.1101/001347,12,0,0
10.1101/001347,13,0,0
10.1101/001347,14,0,0
10.1101/001347,15,0,0
10.1101/001347,16,0,0
10.1101/001347,17,0,0
10.1101/001347,18,0,0
10.1101/001347,19,0,0
10.1101/001347,20,0,0
10.1101/001347,21,0,0
10.1101/001347,22,0,0
10.1101/001347,23,0,0
10.1101/001347,24,0,0
10.1101/001362,-7,0,0
10.1101/001362,-6,0,0
10.1101/001362,-5,0,0
10.1101/001362,-4,0,0
10.1101/001362,-3,0,0
10.1101/001362,-2,0,0
10.1101/001362,-1,0,0
10.1101/001362,0,0,0
10.1101/001362,1,0,0
10.1101/001362,2,0,0
10.1101/001362,3,0,0
10.1101/001362,4,0,0
10.1101/001362,5,0,0
10.1101/001362,6,0,0
10.1101/001362,7,0,0
10.1101/001362,8,0,0
10.1101/001362,9,0,0
10.1101/001362,10,0,0
10.1101/001362,11,0,0
10.1101/001362,12,0,0
10.1101/001362,13,0,0
10.1101/001362,14,0,0
10.1101/001362,15,0,0
10.1101/001362,16,0,0
10.1101/001362,17,0,0
10.1101/001362,18,0,0
10.1101/001362,19,0,0
10.1101/001362,20,0,0
10.1101/001362,21,0,0
10.1101/001362,22,0,0
10.1101/001362,23,0,0
10.1101/001362,24,0,0
10.1101/001370,-8,0,0
10.1101/001370,-7,0,0
10.1101/001370,-6,0,0
10.1101/001370,-5,0,0
10.1101/001370,-4,0,0
10.1101/001370,-3,0,0
10.1101/001370,-2,1,0.6931471805599453
10.1101/001370,-1,0,0
10.1101/001370,0,0,0
10.1101/001370,1,0,0
10.1101/001370,2,0,0
10.1101/001370,3,0,0
10.1101/001370,4,0,0
10.1101/001370,5,0,0
10.1101/001370,6,0,0
10.1101/001370,7,0,0
10.1101/001370,8,0,0
10.1101/001370,9,0,0
10.1101/001370,10,0,0
10.1101/001370,11,0,0
10.1101/001370,12,0,0
10.1101/001370,13,0,0
10.1101/001370,14,0,0
10.1101/001370,15,0,0
10.1101/001370,16,0,0
10.1101/001370,17,0,0
10.1101/001370,18,0,0
10.1101/001370,19,0,0
10.1101/001370,20,0,0
10.1101/001370,21,0,0
10.1101/001370,22,0,0
10.1101/001370,23,0,0
10.1101/001370,24,0,0
10.1101/001388,-4,0,0
10.1101/001388,-3,0,0
10.1101/001388,-2,0,0
10.1101/001388,-1,1,0.6931471805599453
10.1101/001388,0,0,0
10.1101/001388,1,0,0
10.1101/001388,2,0,0
10.1101/001388,3,0,0
10.1101/001388,4,0,0
10.1101/001388,5,0,0
10.1101/001388,6,0,0
10.1101/001388,7,0,0
10.1101/001388,8,0,0
10.1101/001388,9,0,0
10.1101/001388,10,0,0
10.1101/001388,11,0,0
10.1101/001388,12,0,0
10.1101/001388,13,0,0
10.1101/001388,14,0,0
10.1101/001388,15,0,0
10.1101/001388,16,0,0
10.1101/001388,17,0,0
10.1101/001388,18,0,0
10.1101/001388,19,0,0
10.1101/001388,20,0,0
10.1101/001388,21,0,0
10.1101/001388,22,0,0
10.1101/001388,23,0,0
10.1101/001388,24,0,0
10.1101/001404,-12,0,0
10.1101/001404,-11,0,0
10.1101/001404,-10,0,0
10.1101/001404,-9,0,0
10.1101/001404,-8,0,0
10.1101/001404,-7,0,0
10.1101/001404,-6,0,0
10.1101/001404,-5,0,0
10.1101/001404,-4,0,0
10.1101/001404,-3,0,0
10.1101/001404,-2,0,0
10.1101/001404,-1,0,0
10.1101/001404,0,0,0
10.1101/001404,1,0,0
10.1101/001404,2,0,0
10.1101/001404,3,0,0
10.1101/001404,4,0,0
10.1101/001404,5,0,0
10.1101/001404,6,0,0
10.1101/001404,7,0,0
10.1101/001404,8,0,0
10.1101/001404,9,0,0
10.1101/001404,10,0,0
10.1101/001404,11,0,0
10.1101/001404,12,0,0
10.1101/001404,13,0,0
10.1101/001404,14,0,0
10.1101/001404,15,0,0
10.1101/001404,16,0,0
10.1101/001404,17,0,0
10.1101/001404,18,0,0
10.1101/001404,19,0,0
10.1101/001404,20,0,0
10.1101/001404,21,0,0
10.1101/001404,22,0,0
10.1101/001404,23,0,0
10.1101/001404,24,0,0
10.1101/001453,-8,0,0
10.1101/001453,-7,0,0
10.1101/001453,-6,0,0
10.1101/001453,-5,0,0
10.1101/001453,-4,0,0
10.1101/001453,-3,0,0
10.1101/001453,-2,0,0
10.1101/001453,-1,0,0
10.1101/001453,0,0,0
10.1101/001453,1,0,0
10.1101/001453,2,0,0
10.1101/001453,3,0,0
10.1101/001453,4,0,0
10.1101/001453,5,0,0
10.1101/001453,6,0,0
10.1101/001453,7,0,0
10.1101/001453,8,0,0
10.1101/001453,9,0,0
10.1101/001453,10,0,0
10.1101/001453,11,0,0
10.1101/001453,12,0,0
10.1101/001453,13,0,0
10.1101/001453,14,0,0
10.1101/001453,15,0,0
10.1101/001453,16,0,0
10.1101/001453,17,0,0
10.1101/001453,18,0,0
10.1101/001453,19,0,0
10.1101/001453,20,0,0
10.1101/001453,21,0,0
10.1101/001453,22,0,0
10.1101/001453,23,0,0
10.1101/001453,24,0,0
10.1101/001479,-12,0,0
10.1101/001479,-11,0,0
10.1101/001479,-10,0,0
10.1101/001479,-9,0,0
10.1101/001479,-8,0,0
10.1101/001479,-7,0,0
10.1101/001479,-6,0,0
10.1101/001479,-5,0,0
10.1101/001479,-4,0,0
10.1101/001479,-3,0,0
10.1101/001479,-2,0,0
10.1101/001479,-1,0,0
10.1101/001479,0,0,0
10.1101/001479,1,0,0
10.1101/001479,2,0,0
10.1101/001479,3,0,0
10.1101/001479,4,0,0
10.1101/001479,5,0,0
10.1101/001479,6,0,0
10.1101/001479,7,0,0
10.1101/001479,8,0,0
10.1101/001479,9,0,0
10.1101/001479,10,0,0
10.1101/001479,11,0,0
10.1101/001479,12,0,0
10.1101/001479,13,0,0
10.1101/001479,14,0,0
10.1101/001479,15,0,0
10.1101/001479,16,0,0
10.1101/001479,17,0,0
10.1101/001479,18,0,0
10.1101/001479,19,0,0
10.1101/001479,20,0,0
10.1101/001479,21,0,0
10.1101/001479,22,0,0
10.1101/001479,23,0,0
10.1101/001479,24,0,0
10.1101/001495,-4,0,0
10.1101/001495,-3,0,0
10.1101/001495,-2,0,0
10.1101/001495,-1,0,0
10.1101/001495,0,0,0
10.1101/001495,1,0,0
10.1101/001495,2,0,0
10.1101/001495,3,0,0
10.1101/001495,4,0,0
10.1101/001495,5,0,0
10.1101/001495,6,0,0
10.1101/001495,7,0,0
10.1101/001495,8,0,0
10.1101/001495,9,0,0
10.1101/001495,10,0,0
10.1101/001495,11,0,0
10.1101/001495,12,0,0
10.1101/001495,13,0,0
10.1101/001495,14,0,0
10.1101/001495,15,0,0
10.1101/001495,16,0,0
10.1101/001495,17,0,0
10.1101/001495,18,0,0
10.1101/001495,19,0,0
10.1101/001495,20,0,0
10.1101/001495,21,0,0
10.1101/001495,22,0,0
10.1101/001495,23,0,0
10.1101/001495,24,0,0
10.1101/001511,-12,0,0
10.1101/001511,-11,0,0
10.1101/001511,-10,0,0
10.1101/001511,-9,0,0
10.1101/001511,-8,0,0
10.1101/001511,-7,0,0
10.1101/001511,-6,0,0
10.1101/001511,-5,0,0
10.1101/001511,-4,0,0
10.1101/001511,-3,0,0
10.1101/001511,-2,0,0
10.1101/001511,-1,0,0
10.1101/001511,0,0,0
10.1101/001511,1,0,0
10.1101/001511,2,0,0
10.1101/001511,3,0,0
10.1101/001511,4,0,0
10.1101/001511,5,0,0
10.1101/001511,6,0,0
10.1101/001511,7,0,0
10.1101/001511,8,0,0
10.1101/001511,9,0,0
10.1101/001511,10,0,0
10.1101/001511,11,0,0
10.1101/001511,12,0,0
10.1101/001511,13,0,0
10.1101/001511,14,0,0
10.1101/001511,15,0,0
10.1101/001511,16,0,0
10.1101/001511,17,0,0
10.1101/001511,18,0,0
10.1101/001511,19,0,0
10.1101/001511,20,0,0
10.1101/001511,21,0,0
10.1101/001511,22,0,0
10.1101/001511,23,0,0
10.1101/001511,24,0,0
10.1101/001529,-12,0,0
10.1101/001529,-11,0,0
10.1101/001529,-10,0,0
10.1101/001529,-9,0,0
10.1101/001529,-8,0,0
10.1101/001529,-7,0,0
10.1101/001529,-6,0,0
10.1101/001529,-5,0,0
10.1101/001529,-4,0,0
10.1101/001529,-3,0,0
10.1101/001529,-2,0,0
10.1101/001529,-1,0,0
10.1101/001529,0,0,0
10.1101/001529,1,0,0
10.1101/001529,2,0,0
10.1101/001529,3,0,0
10.1101/001529,4,0,0
10.1101/001529,5,0,0
10.1101/001529,6,0,0
10.1101/001529,7,0,0
10.1101/001529,8,0,0
10.1101/001529,9,0,0
10.1101/001529,10,0,0
10.1101/001529,11,0,0
10.1101/001529,12,0,0
10.1101/001529,13,0,0
10.1101/001529,14,0,0
10.1101/001529,15,0,0
10.1101/001529,16,0,0
10.1101/001529,17,0,0
10.1101/001529,18,0,0
10.1101/001529,19,0,0
10.1101/001529,20,0,0
10.1101/001529,21,0,0
10.1101/001529,22,0,0
10.1101/001529,23,0,0
10.1101/001529,24,0,0
10.1101/001537,-10,0,0
10.1101/001537,-9,0,0
10.1101/001537,-8,0,0
10.1101/001537,-7,0,0
10.1101/001537,-6,0,0
10.1101/001537,-5,0,0
10.1101/001537,-4,0,0
10.1101/001537,-3,0,0
10.1101/001537,-2,0,0
10.1101/001537,-1,0,0
10.1101/001537,0,0,0
10.1101/001537,1,0,0
10.1101/001537,2,0,0
10.1101/001537,3,0,0
10.1101/001537,4,0,0
10.1101/001537,5,0,0
10.1101/001537,6,0,0
10.1101/001537,7,0,0
10.1101/001537,8,0,0
10.1101/001537,9,0,0
10.1101/001537,10,0,0
10.1101/001537,11,0,0
10.1101/001537,12,0,0
10.1101/001537,13,0,0
10.1101/001537,14,0,0
10.1101/001537,15,0,0
10.1101/001537,16,0,0
10.1101/001537,17,0,0
10.1101/001537,18,0,0
10.1101/001537,19,0,0
10.1101/001537,20,0,0
10.1101/001537,21,0,0
10.1101/001537,22,0,0
10.1101/001537,23,0,0
10.1101/001537,24,0,0
10.1101/001545,-6,0,0
10.1101/001545,-5,0,0
10.1101/001545,-4,0,0
10.1101/001545,-3,0,0
10.1101/001545,-2,0,0
10.1101/001545,-1,0,0
10.1101/001545,0,0,0
10.1101/001545,1,0,0
10.1101/001545,2,0,0
10.1101/001545,3,0,0
10.1101/001545,4,0,0
10.1101/001545,5,0,0
10.1101/001545,6,0,0
10.1101/001545,7,0,0
10.1101/001545,8,0,0
10.1101/001545,9,0,0
10.1101/001545,10,0,0
10.1101/001545,11,0,0
10.1101/001545,12,1,0.6931471805599453
10.1101/001545,13,0,0
10.1101/001545,14,0,0
10.1101/001545,15,0,0
10.1101/001545,16,0,0
10.1101/001545,17,0,0
10.1101/001545,18,0,0
10.1101/001545,19,0,0
10.1101/001545,20,0,0
10.1101/001545,21,0,0
10.1101/001545,22,0,0
10.1101/001545,23,0,0
10.1101/001545,24,0,0
10.1101/001552,-9,0,0
10.1101/001552,-8,0,0
10.1101/001552,-7,0,0
10.1101/001552,-6,0,0
10.1101/001552,-5,0,0
10.1101/001552,-4,0,0
10.1101/001552,-3,1,0.6931471805599453
10.1101/001552,-2,0,0
10.1101/001552,-1,0,0
10.1101/001552,0,0,0
10.1101/001552,1,0,0
10.1101/001552,2,1,0.6931471805599453
10.1101/001552,3,0,0
10.1101/001552,4,0,0
10.1101/001552,5,0,0
10.1101/001552,6,0,0
10.1101/001552,7,0,0
10.1101/001552,8,0,0
10.1101/001552,9,0,0
10.1101/001552,10,0,0
10.1101/001552,11,0,0
10.1101/001552,12,0,0
10.1101/001552,13,0,0
10.1101/001552,14,0,0
10.1101/001552,15,0,0
10.1101/001552,16,0,0
10.1101/001552,17,0,0
10.1101/001552,18,0,0
10.1101/001552,19,0,0
10.1101/001552,20,0,0
10.1101/001552,21,0,0
10.1101/001552,22,0,0
10.1101/001552,23,0,0
10.1101/001552,24,0,0
10.1101/001586,-3,0,0
10.1101/001586,-2,0,0
10.1101/001586,-1,0,0
10.1101/001586,0,0,0
10.1101/001586,1,0,0
10.1101/001586,2,0,0
10.1101/001586,3,0,0
10.1101/001586,4,0,0
10.1101/001586,5,0,0
10.1101/001586,6,0,0
